RetId,RetName,Score,MultipleScoreMethod,No_Premises,Prem*Score,Scraped?
100653,Jones Bootmaker,4.513922731,Retailer,0,0,
100654,Joseph,6.826566518,Retailer,0,0,
100670,Kenzo,7.04679296,Retailer,0,0,
100679,Kuoni,1,Footfall,0,0,
100699,Laura Ashley Home,6.667803526,Retailer,0,0,
100704,Lego,10.08,Retailer,0,0,
100714,Leyland SDM,3.193350604,Retailer,0,0,
100724,Lloyds Bank,1,Footfall,0,0,
100742,Lush,4.098999634,Retailer,0,0,
100745,MAC Cosmetics,4.595365072,Retailer,0,0,
100751,Majestic Wine Warehouse,1,Footfall,0,0,
100757,Mappin & Webb,9.897356206,Retailer,0,0,
100758,Marco Pierre White Steakhouse Bar & Grill,3,Catering,0,0,
100760,Margaret Howell,7.04679296,Retailer,0,0,
100761,Marie Curie Cancer Care,1,Footfall,0,0,
100766,Maroush,3,Catering,0,0,
100768,Martin's,1,Footfall,0,0,
100780,Millets,4.989522625,Retailer,0,0,
100781,Mind,1,Footfall,0,0,
100791,Monsoon,5.64869968,Retailer,0,0,
100792,Montblanc,4.234166469,Retailer,0,0,
100802,Muji,8.346275547,Retailer,0,0,
100815,Nationwide Building Society,1,Footfall,0,0,
100817,NatWest,1,Footfall,0,0,
100818,Neal's Yard Remedies,3.49306689,Retailer,0,0,
100845,Oddbins,1,Footfall,0,0,
100850,Offspring,5.135411998,Retailer,0,0,
100854,Oliver Bonas,5.402642778,Retailer,0,0,
100870,Oxfam,1,Footfall,0,0,
100878,Paperchase,4.450238748,Retailer,0,0,
100888,Patisserie Valerie,1,Footfall,0,0,
100890,Paul Smith,17.62282537,Retailer,0,0,
100893,Peacocks,5.853819739,Retailer,0,0,
100896,Penhaligon's,5.841330846,Retailer,0,0,
100897,Perfect Fried Chicken,1,Catering,0,0,
100898,Perfect Pizza,1,Catering,0,0,
100905,Phase Eight,2.986079333,Retailer,0,0,
100922,Pitcher & Piano,1,Catering,0,0,
100923,Pizza Go Go,1,Catering,0,0,
100930,Po Na Na,0.5,Catering,0,0,
100941,Prada,8.342577869,Retailer,0,0,
100946,Pret A Manger,2,Catering,0,0,
100971,Regis Salon,1,Footfall,0,0,
100980,Richer Sounds,11.86111324,Retailer,0,0,
100981,Richoux,3,Catering,0,0,
100983,Rigby & Peller,6.261153578,Retailer,0,0,
100986,Robert Dyas,6.873955094,Retailer,0,0,
100989,Roderick Charles,3.08,Retailer,0,0,
100994,The Royal Bank of Scotland PLC,1,Footfall,0,0,
100995,Royal China,3,Catering,0,0,
101002,Russell & Bromley,11.55725132,Retailer,0,0,
101003,Ryman The Stationer,3.630576976,Retailer,0,0,
101004,Ryness Lighting & Electrical,4.814685338,Retailer,0,0,
101026,Scribbler,4.45,Retailer,0,0,
101031,Sevenoaks Sound & Vision,3.566952916,Retailer,0,0,
101050,The Slug & Lettuce,1,Catering,0,0,
101052,Smythson,3.630576976,Retailer,0,0,
101053,Snappy Snaps,3,Retailer,0,0,
101055,Soccer Scene,1,Retailer,0,0,
101057,Sofa Workshop,12.56460002,Retailer,0,0,
101064,Space NK Apothecary,6.163236493,Retailer,0,0,
101065,Spaghetti House,3,Catering,0,0,
101082,Starburger,1,Catering,0,0,
101087,Strada,3,Catering,0,0,
101090,Sue Ryder Care Shop,1,Footfall,0,0,
101093,Suit Direct,5.492155599,Retailer,0,0,
101104,Swatch Store,3.323619186,Retailer,0,0,
101105,Sweatshop,3.88148021,Retailer,0,0,
101106,Sweaty Betty,4.792460263,Retailer,0,0,
101119,Tennessee Fried Chicken,1,Catering,0,0,
101129,The Good Earth,3,Catering,0,0,
101152,Tops Pizza,1,Catering,0,0,
101160,Trailfinders,1,Footfall,0,0,
101165,Treats,1,Catering,0,0,
101169,Royal Trinity Hospice Shop,1,Footfall,0,0,
101171,Trotters,5.64869968,Retailer,0,0,
101181,Upper Crust,2,Catering,0,0,
101187,Versace,19.8649148,Retailer,0,0,
101197,Vivienne Westwood,7.04679296,Retailer,0,0,
101201,WHSmith,5.36841264,Retailer,0,0,
101209,Watches of Switzerland,3.323619186,Retailer,0,0,
101213,West One Bathrooms,3.727742274,Retailer,0,0,
101217,Whistles,3.483176181,Retailer,0,0,
101219,Whittard of Chelsea,3.308530857,Retailer,0,0,
101224,William Hill,1,Footfall,0,0,
101225,Wimpy,1,Catering,0,0,
101227,Brinkley's Restaurants,3,Catering,0,0,
101228,Wine Rack,1,Footfall,0,0,
101239,Worldchoice,1,Footfall,0,0,
101243,Yo! Sushi,3,Catering,0,0,
101245,Saint Laurent Paris,8.342577869,Retailer,0,0,
101252,Gordon Ramsay,3,Catering,0,0,
101254,Walk-In Back Rub,3.49306689,Retailer,0,0,
101274,White Stuff,6.834472212,Retailer,0,0,
101296,Huttons,5.114749252,Retailer,0,0,
101324,Glendola Leisure,2.5,Catering,0,0,
101328,Walkabout,1,Catering,0,0,
101344,Nicholas Haslam,1,Retailer,0,0,
101347,Geronimo Inns,1,Catering,0,0,
101353,Shepherd Neame,1,Catering,0,0,
101358,Skipton Building Society,1,Footfall,0,0,
101363,Bank Of Scotland,1,Footfall,0,0,
101369,Caprice Holdings,3,Catering,0,0,
101377,Flight Centre,1,Footfall,0,0,
101381,Carhartt WIP,8.342577869,Retailer,0,0,
101382,Searcys,2,Catering,0,0,
101393,Harvey Nichols Restaurants,2,Catering,0,0,
101400,Gaucho,3,Catering,0,0,
101403,Londis,1,Footfall,0,0,
101405,The Japanese Canteen,1,Catering,0,0,
101416,British Red Cross Shop,1,Footfall,0,0,
101419,Capital Group,0.5,Catering,0,0,
101434,Planet Organic,3.49306689,Retailer,0,0,
101435,La Tasca,3,Catering,0,0,
101446,Dolce & Gabbana,8.342577869,Retailer,0,0,
101495,Sakura,3,Catering,0,0,
101502,AMT Coffee,2,Catering,0,0,
101509,Carluccio's,3,Catering,0,0,
101515,O'Neill's,1,Catering,0,0,
101516,Faucet Inn Pub Co,1,Catering,0,0,
101522,Belushi's,1,Catering,0,0,
101533,Ede & Ravenscroft,3.084499866,Retailer,0,0,
101538,Dallas Chicken & Ribs,1,Catering,0,0,
101548,Case,8.63669908,Retailer,0,0,
101553,Magnet,4.289676914,Retailer,0,0,
101568,Be At One,1,Catering,0,0,
101573,Feather & Black,4.047340902,Retailer,0,0,
101583,British Heart Foundation,1,Footfall,0,0,
101584,Scope,1,Footfall,0,0,
101640,Loewe,4.234166469,Retailer,0,0,
101653,Miss Sixty,3.79044859,Retailer,0,0,
101657,Bulthaup,3.727742274,Retailer,0,0,
101662,Zizzi,3,Catering,0,0,
101667,Caffe Ritazza,2,Catering,0,0,
101668,Crockett & Jones,5.135411998,Retailer,0,0,
101669,West Cornwall Pasty Co.,1,Catering,0,0,
101681,Paul Costelloe,8.342577869,Retailer,0,0,
101682,Pepe Jeans,8.342577869,Retailer,0,0,
101689,Yorkshire Building Society,1,Footfall,0,0,
101700,Crystals,5.589638919,Retailer,0,0,
101702,St. Peter's Hospice Shop,1,Footfall,0,0,
101708,Miss Millie's,0.5,Catering,0,0,
101715,F.Hinds,3.542381408,Retailer,0,0,
101716,Millie's Cookies,1,Footfall,0,0,
101717,Wax Lyrical,2,Retailer,0,0,
101719,SoleTrader,5.135411998,Retailer,0,0,
101726,Auto Windscreens,1,Retailer,0,0,
101727,Chiquito,3,Catering,0,0,
101753,Las Iguanas,3,Catering,0,0,
101757,Yates's,1,Catering,0,0,
101759,Itsu,1,Catering,0,0,
101802,Game,7.420262663,Retailer,0,0,
101808,Ellis Brigham Mountain Sports,4.876734723,Retailer,0,0,
101821,Mobile Style,3.527611212,Retailer,0,0,
101837,Jenny's Restaurant,1,Catering,0,0,
101839,Star Express,1.5,Catering,0,0,
101848,Bathstore,3.727742274,Retailer,0,0,
101850,O'Neill,3.43358118,Retailer,0,0,
101854,Walking On Wood,1,Retailer,0,0,
101878,Matches,8.342577869,Retailer,0,0,
101879,Size?,5.135411998,Retailer,0,0,
101895,Manpower,1,Footfall,0,0,
101896,Reed,1,Footfall,0,0,
101897,Office Angels,1,Footfall,0,0,
101902,Blue Arrow,1,Footfall,0,0,
101903,Brook Street,1,Footfall,0,0,
101908,Adecco,1,Footfall,0,0,
101909,Hays Personnel,1,Footfall,0,0,
101914,Felicity Hat Hire,1.988176822,Retailer,0,0,
101920,Sweet Express,1,Retailer,0,0,
101933,Charles Tyrwhitt,5.17014995,Retailer,0,0,
101941,Bonmarche,3.938608271,Retailer,0,0,
101944,Barnardo's,1,Footfall,0,0,
101960,London Camera Exchange,4.518460097,Retailer,0,0,
101962,Topps Tiles,3.571860442,Retailer,0,0,
101984,Favorite Chicken & Ribs,1,Catering,0,0,
102003,Furniture Village,18.12767237,Retailer,0,0,
102006,Masala Zone,3,Catering,0,0,
102015,Kodak Express,3,Retailer,0,0,
102034,Ingles,1,Catering,0,0,
102055,Uniqlo,23.50217634,Retailer,0,0,
102077,Save The Children,1,Footfall,0,0,
102081,Bensons For Beds,5.782931062,Retailer,0,0,
102086,John Anthony,5.135411998,Retailer,0,0,
102088,Goldsmiths,9.897356206,Retailer,0,0,
102098,Benugo,3,Catering,0,0,
102106,Jimmy Choo,5.135411998,Retailer,0,0,
102115,Pertemps,1,Footfall,0,0,
102120,Wickes,16.64530271,Retailer,0,0,
102135,Chicago's,1,Catering,0,0,
102142,The Entertainer,6.6159345,Retailer,0,0,
102144,Poundland,9.542405794,Retailer,0,0,
102153,Dorothy House Hospice Shop,1,Footfall,0,0,
102161,Cats Protection,1,Footfall,0,0,
102162,Thomas The Baker,1,Footfall,0,0,
102164,Fraser Hart,9.042961333,Retailer,0,0,
102165,Charles Clinkard,6.064798067,Retailer,0,0,
102167,Dr & Herbs,2.07699,Retailer,0,0,
102168,FishWorks Seafood Cafe,2.5,Catering,0,0,
102177,Randstad,1,Footfall,0,0,
102179,Spudulike,1,Catering,0,0,
102187,The National Trust,3,Retailer,0,0,
102202,Rohan,3.278285108,Retailer,0,0,
102203,Revolution Bar,1,Catering,0,0,
102205,PDSA,1,Footfall,0,0,
102212,Dixy Chicken,1,Catering,0,0,
102221,The Edinburgh Woollen Mill,3.089650716,Retailer,0,0,
102229,Savers,5.598088866,Retailer,0,0,
102232,Beaverbrooks The Jewellers,7.849526297,Retailer,0,0,
102236,One Stop,1,Footfall,0,0,
102238,Autoglass,1,Retailer,0,0,
102240,Rolling Luggage,3.50097274,Retailer,0,0,
102253,Scream Pubs,1,Catering,0,0,
102264,Loch Fyne,3,Catering,0,0,
102266,And So To Bed,3.852810989,Retailer,0,0,
102281,Premier Travel Agency,1,Footfall,0,0,
102290,Tiffany & Co,5.589638919,Retailer,0,0,
102296,CLIC Sargent,1,Footfall,0,0,
102297,Reynolds Blinds,3.06,Retailer,0,0,
102314,Audio T,3.566952916,Retailer,0,0,
102316,Esquires Coffee,2,Catering,0,0,
102324,The Coventry,1,Footfall,0,0,
102328,Chicken Cottage,1,Catering,0,0,
102330,Yorkshire Bank,1,Footfall,0,0,
102341,Day Lewis Pharmacy,5.008822209,Retailer,0,0,
102355,CEF,3.413676318,Retailer,0,0,
102360,Cycle King,3.43,Retailer,0,0,
102377,Fudge Kitchen,1,Retailer,0,0,
102380,Joy,3.948102709,Retailer,0,0,
102384,RSPCA,1,Footfall,0,0,
102392,Edwins,3.727742274,Retailer,0,0,
102395,Chicken Express,1,Catering,0,0,
102406,Leightons Opticians,1,Footfall,0,0,
102416,Krisp,5.445329093,Retailer,0,0,
102419,Matalan,19.03101257,Retailer,0,0,
102427,Select & Save Stores,1,Footfall,0,0,
102460,HobbyCraft,8.309274131,Retailer,0,0,
102483,Frankie & Benny's,3,Catering,0,0,
102493,Cancer Research UK,1,Footfall,0,0,
102515,Clydesdale Bank PLC,1,Footfall,0,0,
102523,Quiznos Sub,1,Catering,0,0,
102524,Basilico,1,Catering,0,0,
102543,India Jane,5.509150418,Retailer,0,0,
102552,Cambio De Tercio,2.5,Catering,0,0,
102564,Salvatore Ferragamo,5.135411998,Retailer,0,0,
102573,Euro Car Parts,1,Retailer,0,0,
102598,Cass Art,2.937772042,Retailer,0,0,
102606,Private Shops UK,1,Footfall,0,0,
102626,M&S Simply Food,1,Footfall,0,0,
102628,Brewers,5.77875214,Retailer,0,0,
102645,Morley's,1,Catering,0,0,
102687,Deltic Nightclubs,1,Catering,0,0,
102719,O2,10.45802374,Retailer,0,0,
102721,Papa John's,1,Catering,0,0,
102727,TGF Pizza,1,Catering,0,0,
102733,Coversure Insurance Services,1,Footfall,0,0,
102742,Tod's,5.135411998,Retailer,0,0,
102743,Oliver Sweeney,5.135411998,Retailer,0,0,
102745,Corbett Sports,1,Footfall,0,0,
102769,Soba,3,Catering,0,0,
102778,Numark Pharmacy,5.008822209,Retailer,0,0,
102783,Sahara,5.445329093,Retailer,0,0,
102785,Sally Beauty,3.418656153,Retailer,0,0,
102797,Mace,1,Footfall,0,0,
102808,best-one,1,Footfall,0,0,
102814,Birds,1,Footfall,0,0,
102826,The Nottingham,1,Footfall,0,0,
102833,Wilco Fast-Fit,1,Retailer,0,0,
102837,James Shoe Care,1.252420958,Retailer,0,0,
102839,Pets At Home,8.894960041,Retailer,0,0,
102849,USC,8.501089908,Retailer,0,0,
102850,Principality Building Society,1,Footfall,0,0,
102851,Saks Hair & Beauty,1,Footfall,0,0,
102858,Hard Rock Cafe,3,Catering,0,0,
102859,Max Spielmann,3.93385819,Retailer,0,0,
102863,Cafe Giardino,2,Catering,0,0,
102871,Forbidden Planet,8.212811997,Retailer,0,0,
102878,Antics,1.713228916,Retailer,0,0,
102885,Slaters,3.98,Retailer,0,0,
102886,Leeds Building Society,1,Footfall,0,0,
102889,Sole,5.135411998,Retailer,0,0,
102896,Route One,3.43358118,Retailer,0,0,
102901,Nevisport,3.43358118,Retailer,0,0,
102902,Newcastle Building Society,1,Footfall,0,0,
102908,Warren James,3.630576976,Retailer,0,0,
102916,Cash Generator,1,Footfall,0,0,
102928,Books For Amnesty,2.97,Retailer,0,0,
102937,Wilko,15.67222623,Retailer,0,0,
102958,Scotmid,1,Footfall,0,0,
102962,Hollywood Bowl,4,Leisure,0,0,
102966,Shelter,1,Footfall,0,0,
102973,Two Seasons,3.43358118,Retailer,0,0,
102975,Fopp,3.601258599,Retailer,0,0,
102976,KH Hair,1,Footfall,0,0,
102979,Lindsay & Gilmour,5.008822209,Retailer,0,0,
102987,Hobgoblin Music,4.543388539,Retailer,0,0,
103004,Lakeland Kitchenware,11.12663121,Retailer,0,0,
103024,Manor Pharmacy,5.008822209,Retailer,0,0,
103036,Cartridge World,1,Retailer,0,0,
103040,Select Fashions,3.566952916,Retailer,0,0,
103046,R S McColl,1,Footfall,0,0,
103049,Cruise,10.10274696,Retailer,0,0,
103051,Clive Christian,3.55,Retailer,0,0,
103055,Musicroom,4.543388539,Retailer,0,0,
103062,Petit Bateau,5.64869968,Retailer,0,0,
103079,In-toto,3.727742274,Retailer,0,0,
103083,Apollo Blinds,3.06,Retailer,0,0,
103093,Brora,8.342577869,Retailer,0,0,
103094,Paul,1,Footfall,0,0,
103120,Farmfoods,1,Footfall,0,0,
103130,Crombie,5,Retailer,0,0,
103152,Dunelm,20.39976776,Retailer,0,0,
103182,Ripples,3.727742274,Retailer,0,0,
103184,Ben's Cookies,1,Catering,0,0,
103207,Machine Mart,6.253013399,Retailer,0,0,
103210,Snax,1,Catering,0,0,
103222,Tiso,7.887234246,Retailer,0,0,
103253,GSF Car Parts,1,Retailer,0,0,
103280,Flannels,8.342577869,Retailer,0,0,
103288,Philpotts,2,Catering,0,0,
103298,Hall & Woodhouse,1,Catering,0,0,
103299,Firezza,1,Catering,0,0,
103308,Hydes Breweries,1,Catering,0,0,
103324,Dr. Martens,5.135411998,Retailer,0,0,
103347,Cotton Traders,3.809673213,Retailer,0,0,
103356,Waxy O'Connor's,1,Catering,0,0,
103365,Fred Perry,7.04679296,Retailer,0,0,
103386,Boston Tea Party,2,Catering,0,0,
103399,The White Company,13.22031278,Retailer,0,0,
103430,Jacques Vert,5.445329093,Retailer,0,0,
103437,Ambala,1,Retailer,0,0,
103464,Delice De France,1,Catering,0,0,
103478,Aulds,1,Footfall,0,0,
103484,G1 Group Bars,1,Catering,0,0,
103490,John Smith's Bookshop,9.046560999,Retailer,0,0,
103499,Ponden Mill,6.667803526,Retailer,0,0,
103500,Bodycare,5.581184712,Retailer,0,0,
103509,The Whisky Shop,1,Footfall,0,0,
103515,Card Market,3.50788548,Retailer,0,0,
103517,Calendar Club,4.666234256,Retailer,0,0,
103529,Lillywhites,23.65,Retailer,0,0,
103535,Meridian Business Support,1,Footfall,0,0,
103592,Moda In Pelle,5.135411998,Retailer,0,0,
103596,CLC Bookshops,2.970440833,Retailer,0,0,
103602,The Gift Company,3,Retailer,0,0,
103605,Singer Sewing Centre,2.889198493,Retailer,0,0,
103608,Berry's Jewellers,5.589638919,Retailer,0,0,
103627,The Watch Hospital,3.32,Retailer,0,0,
103630,Herbal Inn,3.49306689,Retailer,0,0,
103636,Unique Pub Company,1,Catering,0,0,
103652,AMF Bowling,4,Leisure,0,0,
103657,Red Planet Pizza,1,Catering,0,0,
103659,Roundhouse Design,3.727742274,Retailer,0,0,
103696,Barbour,9.496401172,Retailer,0,0,
103724,Blue Inc,3.084499866,Retailer,0,0,
103742,Tas Restaurants,2.5,Catering,0,0,
103744,Fenwick,66.4056779,Retailer,0,0,
103757,M&Co,3.664682345,Retailer,0,0,
103761,Sayers,1,Footfall,0,0,
103762,Bargain Booze,1,Footfall,0,0,
103780,T J Hughes,16.79195809,Retailer,0,0,
103782,The Head Of Steam,1,Catering,0,0,
103784,Jan de Vries,3.49306689,Retailer,0,0,
103788,Health Rack,3.49306689,Retailer,0,0,
103790,Belhaven Breweries,1,Catering,0,0,
103823,Porcelanosa,3.727742274,Retailer,0,0,
103831,Greenwoods Menswear,3.98,Retailer,0,0,
103849,John Lewis of Hungerford,3.727742274,Retailer,0,0,
103850,Picture House Cinemas,5,Leisure,0,0,
103855,Olsen,5.445329093,Retailer,0,0,
103862,Busaba Eathai,3,Catering,0,0,
103887,Celtic Shop,3.43358118,Retailer,0,0,
103921,Ricker Restaurants,2.5,Catering,0,0,
103923,Chapelle Jewellery,5.589638919,Retailer,0,0,
103932,American Golf,5.551561284,Retailer,0,0,
103940,Chicken Spot,1,Catering,0,0,
103963,Sean Graham,1,Footfall,0,0,
103981,ROX,5.589638919,Retailer,0,0,
103983,Chisholm Hunter,5.589638919,Retailer,0,0,
103994,Driver Hire,1,Footfall,0,0,
104011,Dunnes Stores,16.30042973,Retailer,0,0,
104388,House of Cards,3.50788548,Retailer,0,0,
104910,Alexander McQueen,8.342577869,Retailer,0,0,
104924,Cotswold Outdoor,7.879697472,Retailer,0,0,
104928,Animal,8.342577869,Retailer,0,0,
104962,Cooplands Quality Baker,1,Footfall,0,0,
104967,Hughes Electrical,10.24811216,Retailer,0,0,
104969,Bath Ales,1,Catering,0,0,
104970,San Carlo Restaurants,3,Catering,0,0,
104974,Tampopo,2.5,Catering,0,0,
104978,Oggy Oggy,1,Catering,0,0,
104979,Samaritans,1,Footfall,0,0,
104986,The ExtraCare Charitable Trust,1,Footfall,0,0,
104993,The West Brom,1,Footfall,0,0,
105000,The Watch Lab,3.32,Retailer,0,0,
105005,Dawsons Music,7.641038272,Retailer,0,0,
105010,ScS,11.46756975,Retailer,0,0,
105012,Apple Store,53.21805586,Retailer,0,0,
105013,Ligne Roset,5.509150418,Retailer,0,0,
105014,Hawes & Curtis,5.829999998,Retailer,0,0,
105026,Morrisons,1,Footfall,0,0,
105033,Vue,5,Leisure,0,0,
105038,David M Robinson,5.589638919,Retailer,0,0,
105040,Kurt Muller,8.342577869,Retailer,0,0,
105042,Oil & Vinegar,1,Retailer,0,0,
105056,The Fragrance Shop,3.283332507,Retailer,0,0,
105059,Anne Fontaine,5.445329093,Retailer,0,0,
105061,Betfred,1,Footfall,0,0,
105063,Bravissimo,10.20319203,Retailer,0,0,
105081,Smart Cartridge,3.630576976,Retailer,0,0,
105083,Fiorelli,4.234166469,Retailer,0,0,
105088,Krispy Kreme,1,Catering,0,0,
105089,ProCook,3.576765722,Retailer,0,0,
105091,Mr Pretzels,1,Catering,0,0,
105100,Boros,3.50097274,Retailer,0,0,
105108,MenKind,3,Retailer,0,0,
105112,Di Maggio's,3,Catering,0,0,
105115,COOK,1,Footfall,0,0,
105126,Claybrooks,5.589638919,Retailer,0,0,
105137,The Real Greek,3,Catering,0,0,
105150,Blue Banana,8.342577869,Retailer,0,0,
105166,Up & Running,3.43358118,Retailer,0,0,
105170,Dancia International,1,Retailer,0,0,
105178,The Children's Society,1,Footfall,0,0,
105183,Harvey Jones Kitchens,3.727742274,Retailer,0,0,
105185,Wasabi,1,Catering,0,0,
105197,Tiger Tiger,1,Catering,0,0,
105208,Auntie Anne's Soft Pretzels,1,Footfall,0,0,
105213,DebRA Charity Shop,1,Footfall,0,0,
105215,Hotel Chocolat,2.273805912,Retailer,0,0,
105217,Oka,5.509150418,Retailer,0,0,
105224,Farrow & Ball,5.780000001,Retailer,0,0,
105230,Powerhouse Fitness,3.43358118,Retailer,0,0,
105235,As Nature Intended,3.49306689,Retailer,0,0,
105238,Leon,3,Catering,0,0,
105279,Brewers Fayre,1,Catering,0,0,
106002,Sk:n,1,Footfall,0,0,
106009,Dwell,6.447419591,Retailer,0,0,
106013,Jojo Maman Bebe,3.867154456,Retailer,0,0,
106023,Raft,5.509150418,Retailer,0,0,
106028,Andrews Office Furniture,5.509150418,Retailer,0,0,
106030,The Atlas Group,1,Catering,0,0,
106035,Fabric Land,4.969319143,Retailer,0,0,
106044,Pringle of Scotland,8.342577869,Retailer,0,0,
106047,Scrivens Opticians,1,Footfall,0,0,
106048,Shakeaway,1,Catering,0,0,
106050,tReds,5.135411998,Retailer,0,0,
106062,Foyles,17.87871129,Retailer,0,0,
106064,Bodean's BBQ,3,Catering,0,0,
106068,Tinseltown,3,Catering,0,0,
106070,Chicken Palace,1,Catering,0,0,
106073,Le Pain Quotidien,1,Footfall,0,0,
106075,Fossil,4.234166469,Retailer,0,0,
106097,Dim T,3,Catering,0,0,
106104,Daniel Footwear,5.135411998,Retailer,0,0,
106108,Shoecare,1.252420958,Retailer,0,0,
106115,Benefit Cosmetics,4.595365072,Retailer,0,0,
106116,Montezuma's,2.273805912,Retailer,0,0,
106117,Mirch Masala,3,Catering,0,0,
106119,Young's,1,Catering,0,0,
106130,Hare & Tortoise,3,Catering,0,0,
106132,Fait Maison,1.5,Catering,0,0,
106133,Chop'd,1,Catering,0,0,
106153,Green Light Pharmacy,5.008822209,Retailer,0,0,
106156,Dulux Decorator Centre,5.780000001,Retailer,0,0,
106161,Abakhan Fabrics,7.01547384,Retailer,0,0,
106167,Bagel Nash,1,Catering,0,0,
106173,Sedem Pharmacy,5.008822209,Retailer,0,0,
106181,Heron Foods,1,Footfall,0,0,
106183,Al-Murad Tiles,3.57,Retailer,0,0,
106188,Noa Noa,2.551992766,Retailer,0,0,
106190,Medlock Electrical Distributors,3.413676318,Retailer,0,0,
106193,Nomad Travel Store & Clinic,3.43,Retailer,0,0,
106196,Martins Bakery,1,Footfall,0,0,
106197,Tims & Parker,5.008822209,Retailer,0,0,
106200,Adidas,9.984558019,Retailer,0,0,
106203,Autonomy,5.445329093,Retailer,0,0,
106204,Ben Sherman,5.17,Retailer,0,0,
106213,Antler,3.50097274,Retailer,0,0,
106218,Vans,7.04679296,Retailer,0,0,
106219,Helly Hansen,5.19,Retailer,0,0,
106220,Christy Outlet Store,3.192077254,Retailer,0,0,
106229,Greenhalgh's,1,Footfall,0,0,
106230,Scotts Fashion,3.98,Retailer,0,0,
106234,Johnstone's Decorating Centre,5.780000001,Retailer,0,0,
106236,Henri Lloyd,8.342577869,Retailer,0,0,
106237,Roman,2.954774841,Retailer,0,0,
106240,Everwell Chinese Medicine,3.49306689,Retailer,0,0,
106243,Peter Jones China,4.666234256,Retailer,0,0,
106254,A-Plan Insurance,1,Footfall,0,0,
106258,B E W Electrical Distributors,3.413676318,Retailer,0,0,
106264,Cohens Chemist,5.008822209,Retailer,0,0,
106278,The Co-operative Food,1,Footfall,0,0,
106282,SA Brain,1,Catering,0,0,
106287,Marc Jason Shoeworld,5.135411998,Retailer,0,0,
106288,Zee & Co,8.342577869,Retailer,0,0,
106301,St. Gemma's Hospice,1,Footfall,0,0,
106310,Wynsors World of Shoes,4.631407294,Retailer,0,0,
106314,Sense Charity Shop,1,Footfall,0,0,
106321,Wilco Motosave,1,Retailer,0,0,
106325,Safedale Pharmacy,5.008822209,Retailer,0,0,
106328,Bistrot Pierre,3,Catering,0,0,
106343,Living Care Pharmacy,5.008822209,Retailer,0,0,
106345,Ping Pong Dim Sum,3,Catering,0,0,
106348,Guitarguitar,4.543388539,Retailer,0,0,
106364,Specsavers Hearcare,1,Footfall,0,0,
106365,Lee Longlands,5.509150418,Retailer,0,0,
106375,Orvis,3,Retailer,0,0,
106378,Travail Employment Group,1,Footfall,0,0,
106392,Liquid,1,Catering,0,0,
106395,Rowlands Pharmacy,5.394092036,Retailer,0,0,
106398,Chandni Chowk,5.445329093,Retailer,0,0,
106405,Home Bargains,15.91734215,Retailer,0,0,
106411,David Pluck Bookmakers,1,Footfall,0,0,
106412,Natuzzi,5.509150418,Retailer,0,0,
106413,Crown Decorating Centres,5.780000001,Retailer,0,0,
106417,Reflex The 80s Bar,1,Catering,0,0,
106418,Premier Stores,1,Footfall,0,0,
106420,The Best Connection,1,Footfall,0,0,
106421,Boyes,7.717068989,Retailer,0,0,
106428,Toby Carvery,1,Catering,0,0,
106431,Tenovus,1,Footfall,0,0,
106449,Beauty Base,4.595365072,Retailer,0,0,
106454,Merrie England Coffee Shops,2,Catering,0,0,
106459,Kebabish Original,1,Catering,0,0,
106473,Pieminister,2,Catering,0,0,
106474,Nisa Local,1,Footfall,0,0,
106481,Snappy Tomato Pizza,1,Catering,0,0,
106493,Namco Funscape,4,Leisure,0,0,
106500,All That Glitters,5.589638919,Retailer,0,0,
106502,Warrens Bakery,1,Footfall,0,0,
106506,Auberge Bar & Restaurant,2.5,Catering,0,0,
106507,Beefeater Grill,3,Catering,0,0,
106512,George (ASDA),20.53685723,Retailer,0,0,
106516,Toast,7.04679296,Retailer,0,0,
106536,Extra Personnel,1,Footfall,0,0,
106542,Granite Transformations,3.727742274,Retailer,0,0,
106545,Akbar's,3,Catering,0,0,
106547,Chaophraya,3,Catering,0,0,
106554,Juboraj,2.5,Catering,0,0,
106557,Acorn Recruitment,1,Footfall,0,0,
106558,St. David's Foundation Hospice Care Shop,1,Footfall,0,0,
106559,Motor World,1.196334951,Retailer,0,0,
106577,Thai Square,3,Catering,0,0,
106585,Flares,1,Catering,0,0,
106596,Harvester,1,Catering,0,0,
106601,Yours,4.363320831,Retailer,0,0,
106606,RED5,3,Retailer,0,0,
106612,Ulster Bank,1,Footfall,0,0,
106615,FootAsylum,5.135411998,Retailer,0,0,
106616,Showcase Cinemas,5,Leisure,0,0,
106617,Muffin Break,1,Catering,0,0,
106620,Outfit,20.53685723,Retailer,0,0,
106628,Crepeaffaire,1,Catering,0,0,
106629,B&M Bargains,15.55519798,Retailer,0,0,
106630,Booths Supermarkets,1,Footfall,0,0,
106633,Comptoir Des Cotonniers,5.445329093,Retailer,0,0,
106634,Boundary Mill Stores,22.42027156,Retailer,0,0,
106639,Rituals,4.595365072,Retailer,0,0,
106644,Nightingales,5.445329093,Retailer,0,0,
106645,QD Stores,4.243434987,Retailer,0,0,
106646,Cherry Lane Garden Centres,8.079999999,Retailer,0,0,
106653,Young's Hire,1,Retailer,0,0,
106666,Davidsons Chemists,6.040105355,Retailer,0,0,
106668,Marston's Inns & Taverns,1,Catering,0,0,
106669,Pizza Hut Delivery,1,Catering,0,0,
